NC,ponderab,edad,edadr,sexo,dep,prov,dist,macrozona,zona2,ambito2,zonali1,zonali2,region,ur,ambito,hogar,hijos18,edu,edu2,edupadre,edupadre2,edumadre,edumadre2,origen,ocupa,ocupa2,NSE,NSE1,NSE2,P01,P02,P02a,P03,P03a,P05,P05a,P06,P06a,P07,P08,P09,P09a,P10,P12,p12a,P13,P14,P15,yhogar,yhogar_pc1,yhogar_pc2,P16,P16a,P16b,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P28a,P29,P29a,P30,P30a,P32,P32a,P33,P34,P35,P36,P37,P37otros,P37a,P37b,P38,P38a,P38b,etnicidad,etnicidad2,lengua,lengua2,ideología,ideología2
201390094,0.486126106,72,3,2,15,1501,150131,1,1,1,2,2,1,1,1,2,2,9,2,99,99,5,1,1,4,2,2,1,1,3,4,1,5,2,10,3,6,2,4,1,4,1,4,2,2,1,,2000,2,1000,4,2,1,1,2,2,1,1,1,3,1,1,3,1,1,6,2,5,2,8,3,7,3,2,2,2,2,77,DE LOS NIÑOS,3,3,3,1,1,2,2,7,2,5,2
201389609,1.142066593,20,1,2,15,1501,150132,1,1,1,5,5,1,1,1,6,2,8,2,7,2,9,2,2,3,1,6,3,2,3,1,1,1,1,5,2,10,3,4,1,2,2,1,2,2,1,,2000,2,333.33,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,10,3,10,3,5,2,10,3,1,2,2,1,1,"",1,1,8,3,3,2,2,7,2,6,2
201387857,0.564066872,30,2,1,15,1501,150103,1,1,1,5,5,1,1,1,3,1,7,2,5,1,9,2,2,1,1,8,5,3,4,10,3,1,1,1,1,10,3,4,1,4,1,1,4,3,2,1,4000,4,1333.33,4,3,2,2,1,4,1,4,4,4,1,1,1,1,1,10,3,9,3,6,2,10,3,1,2,1,2,1,"",1,1,1,1,1,2,2,1,1,5,2
201376311,1.28191221,19,1,1,15,1501,150132,1,1,1,5,5,1,1,1,1,2,5,1,99,99,5,1,1,1,1,7,4,3,2,5,2,7,3,6,2,9,3,3,2,4,1,2,3,2,1,,1200,2,1200,4,2,1,1,2,99,2,3,3,4,2,1,2,1,1,10,3,7,3,6,2,7,3,2,2,1,2,1,"",1,1,6,2,2,2,2,7,2,6,2
201375946,0.906404751,41,3,1,4,401,40102,4,7,2,,,2,1,2,4,1,7,2,7,2,8,2,2,1,1,5,3,2,3,5,2,5,2,2,1,5,2,4,2,4,1,2,3,2,2,1,200,1,50,1,3,2,2,3,3,3,3,4,3,1,1,3,1,1,8,3,5,2,8,3,5,2,2,2,1,2,1,"",1,1,5,2,2,2,2,7,2,8,3
201375004,0.961090505,28,2,2,15,1501,150101,1,1,1,1,1,1,1,1,4,2,9,2,5,1,9,2,2,1,1,6,3,2,4,5,2,1,1,5,2,6,2,3,2,4,1,5,3,2,1,,3000,3,750,3,2,1,1,1,1,1,2,3,2,3,3,2,1,1,9,3,9,3,5,2,8,3,1,2,1,99,2,"",2,2,1,1,1,2,2,7,2,5,2
201374884,0.874398828,42,3,2,14,1401,140120,2,2,2,,,1,1,2,3,1,7,2,2,1,2,1,1,8,1,8,5,3,3,5,2,3,1,5,2,7,3,2,1,4,1,2,3,2,3,1,2000,2,666.67,3,2,1,1,3,2,1,1,3,3,3,1,2,1,1,6,2,10,3,8,3,8,3,2,2,2,2,1,"",1,1,8,3,3,2,2,7,2,1,1
201374842,1.232805175,52,3,1,5,507,50705,4,7,2,,,2,2,3,1,1,5,1,5,1,3,1,1,1,1,7,4,3,2,2,1,2,1,1,1,10,3,4,1,4,1,2,4,3,3,1,5000,4,5000,4,3,2,2,3,1,3,4,3,2,1,1,3,1,1,10,3,3,1,10,3,7,3,2,2,1,2,2,"",2,2,3,1,1,2,2,7,2,5,2
201374435,1.170407903,32,2,2,20,2004,200406,2,2,2,,,1,2,3,4,1,4,1,7,2,2,1,2,6,2,8,5,3,4,1,1,5,2,5,2,10,3,3,2,2,2,5,4,3,1,1,900,1,225,1,3,2,2,1,2,1,2,3,2,1,2,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,2,1,1,2,2,7,2,1,1
201374358,0.874398828,58,3,2,2,215,21509,2,5,2,,,2,1,2,2,2,2,1,99,99,1,1,1,6,2,7,4,3,3,10,3,10,3,10,3,10,3,3,3,4,1,1,1,1,3,,600,1,300,1,3,2,2,1,1,99,1,99,99,2,2,2,1,1,1,1,1,1,1,1,10,3,2,99,2,2,77,PAGAR UNA PENSIÓN A LOS ANCIANOS,3,3,8,3,3,2,2,7,2,10,3
201374294,0.874398828,45,3,2,14,1401,140120,2,2,2,,,1,1,2,6,1,5,1,1,1,1,1,1,6,2,7,4,3,3,6,2,8,3,6,2,7,3,3,3,3,1,3,2,2,1,1,2000,2,333.33,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,8,3,6,2,7,3,8,3,2,2,2,2,1,"",1,1,7,3,3,1,1,7,2,1,1
201373271,0.996269634,39,2,1,15,1501,150111,1,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,3,2,4,5,2,8,3,5,2,5,2,2,3,3,1,5,3,2,2,2,1500,2,300,1,1,1,1,2,3,3,4,3,3,3,3,3,1,1,8,3,8,3,7,3,5,2,2,2,2,2,1,"",1,1,7,3,3,2,2,7,2,6,2
201373179,0.906404751,50,3,1,21,2107,210706,4,7,2,,,2,1,2,3,2,4,1,5,1,5,1,1,1,1,8,5,3,3,8,3,5,2,8,3,5,2,4,1,4,1,3,3,2,1,,,,,,3,2,2,3,1,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,10,3,1,2,1,1,1,"",1,1,10,3,3,3,3,1,1,10,3
201372882,1.07877567,37,2,1,15,701,70101,1,1,1,6,,1,1,1,5,1,4,1,8,2,6,2,2,1,1,7,4,3,3,10,3,10,3,99,99,10,3,4,1,4,1,3,4,3,2,1,4000,4,800,3,1,1,1,2,1,2,1,1,99,2,1,1,1,1,10,3,10,3,10,3,10,3,1,1,1,2,4,"",4,4,10,3,3,98,4,7,2,10,3
201372873,0.906404751,61,3,1,1,101,10115,2,5,2,,,2,1,2,2,2,3,1,3,1,2,1,1,1,1,8,5,3,3,8,3,7,3,9,3,7,3,1,1,1,2,3,3,2,1,,500,1,250,1,4,2,3,1,3,1,1,3,3,3,3,3,1,1,9,3,8,3,9,3,8,3,2,2,1,1,,"",,,9,3,3,2,2,7,2,10,3
201372230,1.057458015,44,3,2,15,1501,150101,1,1,1,1,1,1,1,1,2,2,4,1,99,99,3,1,1,1,1,7,4,3,3,9,3,9,3,10,3,7,3,2,1,4,1,3,3,2,1,,1000,1,500,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,10,3,9,3,10,3,10,3,1,2,2,1,1,"",1,1,3,1,1,2,2,7,2,10,3
201371974,0.906404751,60,3,1,5,507,50701,4,7,2,,,2,1,2,5,1,9,2,3,1,2,1,1,1,1,3,2,1,3,7,3,6,2,3,1,6,2,4,3,2,2,2,3,2,1,1,6000,4,1200,4,2,1,1,1,1,2,3,3,3,2,1,1,1,1,6,2,4,1,5,2,6,2,2,2,1,2,77,AGRICULTURA,7,77,4,1,1,1,1,7,2,5,2
201371673,1.012328562,49,3,1,15,1501,150132,1,1,1,5,5,1,1,1,6,1,5,1,9,2,1,1,2,1,1,5,3,2,4,8,3,2,1,3,1,2,1,3,2,4,1,3,3,2,1,1,3500,4,583.33,3,2,1,1,1,1,1,2,4,2,1,1,1,1,1,10,3,4,1,10,3,10,3,2,2,1,2,1,"",1,1,5,2,2,2,2,7,2,8,3
201371386,1.07877567,29,2,1,15,1501,150132,1,1,1,5,5,1,1,1,,2,6,2,5,1,5,1,1,1,1,7,4,3,3,10,3,10,3,10,3,10,3,4,1,3,1,5,3,2,1,,10000,4,,,1,1,1,3,2,2,2,99,3,1,3,2,2,1,9,3,10,3,10,3,10,3,2,2,1,2,1,"",1,1,4,1,1,2,2,7,2,8,3
201370583,1.236646799,19,1,2,15,1501,150110,1,1,1,3,3,1,1,1,4,2,4,1,3,1,1,1,1,1,1,7,4,3,3,8,3,7,3,10,3,7,3,2,1,4,1,3,2,2,1,,,,,,2,1,1,1,4,1,3,1,3,4,3,3,1,2,6,2,10,3,6,2,10,3,99,1,1,2,77,PROTECCIÃ³N A NIÑOS EN LA CALLE,3,3,10,3,3,2,2,7,2,10,3
201370272,1.189273775,45,3,2,10,1006,100602,5,8,2,,,3,2,3,5,1,9,2,4,1,3,1,1,1,1,8,5,3,1,5,2,1,1,1,1,1,1,2,1,4,1,3,4,3,1,1,3000,3,600,3,2,1,1,3,1,1,3,4,99,1,1,1,1,1,1,1,10,3,10,3,10,3,1,2,1,2,2,"",2,2,1,1,1,98,4,7,2,99,
201369979,1.170407903,37,2,2,22,2209,220910,5,8,2,,,3,2,3,5,1,4,1,3,1,3,1,1,6,2,8,5,3,4,1,1,2,1,2,1,1,1,1,2,3,1,2,4,3,1,1,,,,,4,2,3,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,"",3,3,1,1,1,98,4,7,2,1,1
201369279,0.906404751,46,3,1,20,2006,200601,2,2,2,,,1,1,2,5,2,5,1,7,2,5,1,2,1,1,8,5,3,4,10,3,99,99,1,1,99,99,1,2,3,1,99,3,2,1,,,,,,,,,3,3,2,3,3,99,2,2,1,1,1,10,3,1,1,1,1,,,1,1,1,1,77,A LA GENTE MÁS POBRE EN EL PERÚ,3,3,,,,2,2,7,2,99,
201369237,1.390799054,23,1,2,20,2002,200208,2,5,2,,,2,2,3,6,1,5,1,9,2,5,1,2,1,1,8,5,3,3,7,3,10,3,5,2,8,3,2,2,4,1,5,3,2,2,1,500,1,83.33,1,3,2,2,3,1,2,3,3,3,2,1,2,1,1,10,3,10,3,10,3,10,3,1,2,1,2,77,LA POBREZA Y LA DELINCUENCIA,3,3,10,3,3,2,2,7,2,10,3
201367963,1.07877567,26,2,1,15,1501,150132,1,1,1,5,5,1,1,1,1,2,8,2,2,1,3,1,1,3,1,7,4,3,3,2,1,5,2,10,3,10,3,3,1,4,1,5,3,2,1,,1100,2,1100,4,1,1,1,1,1,1,4,4,4,3,3,3,1,1,10,3,10,3,10,3,10,3,2,1,2,2,2,"",2,2,5,2,2,2,2,1,1,1,1
201367191,1.022567796,22,1,2,14,1401,140120,2,2,2,,,1,1,2,7,1,6,2,7,2,5,1,2,3,1,7,4,3,3,3,1,3,1,7,3,10,3,4,3,4,1,3,4,3,1,1,1500,2,214.29,1,2,1,1,1,3,2,3,1,2,4,1,2,3,2,6,2,3,1,3,1,8,3,2,1,2,1,1,"",1,1,6,2,2,1,1,7,2,1,1
201367147,0.503919948,70,3,1,15,1501,150103,1,1,1,5,5,1,1,1,3,2,9,2,9,2,5,1,2,3,1,2,1,1,3,2,1,5,2,5,2,10,3,4,1,4,1,5,2,2,1,,15000,4,5000,4,2,1,1,1,1,1,3,2,3,1,1,2,1,1,9,3,7,3,10,3,8,3,2,2,2,2,2,"",2,2,2,1,1,2,2,7,2,7,3
201367064,1.012328562,60,3,1,15,701,70102,1,1,1,6,,1,1,1,3,2,7,2,8,2,9,2,2,1,1,6,3,2,3,1,1,5,2,5,2,1,1,4,1,4,1,3,3,2,2,,4000,4,1333.33,4,2,1,1,2,1,1,2,3,2,2,2,1,1,1,5,2,5,2,10,3,10,3,2,2,2,2,4,"",4,4,1,1,1,2,2,7,2,10,3
201366905,0.906404751,60,3,1,14,1401,140106,2,2,2,,,1,1,2,4,2,10,2,3,1,5,1,1,1,1,2,1,1,3,10,3,10,3,10,3,5,2,4,1,4,1,2,2,2,1,,6000,4,1500,4,2,1,1,3,3,3,4,3,1,3,1,3,1,1,5,2,8,3,10,3,5,2,2,1,2,1,2,"",2,2,2,1,1,1,1,7,2,10,3
201364841,1.040683182,38,2,2,15,1501,150132,1,1,1,5,5,1,1,1,6,1,8,2,8,2,9,2,2,1,1,7,4,3,3,10,3,10,3,1,1,10,3,1,1,4,1,5,3,2,2,2,2000,2,333.33,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,1,2,2,2,1,"",1,1,1,1,1,2,2,7,2,99,
201364725,0.874398828,45,3,2,14,1401,140120,2,2,2,,,1,1,2,8,1,5,1,3,1,2,1,1,6,2,7,4,3,5,8,3,7,3,9,3,6,2,2,3,4,1,3,4,3,2,1,1800,2,225,1,2,1,1,3,2,1,1,1,3,2,3,2,2,2,6,2,7,3,8,3,9,3,2,2,2,2,1,"",1,1,8,3,3,1,1,7,2,3,1
201362692,0.860527929,35,2,2,3,301,30101,4,7,2,,,2,1,2,3,1,7,2,2,1,1,1,1,8,1,8,5,3,3,4,1,5,2,4,1,5,2,3,1,4,1,5,3,2,2,1,1000,1,333.33,2,4,2,3,1,1,1,3,3,1,1,1,1,1,1,10,3,5,2,6,2,8,3,2,2,1,2,1,"",1,1,4,1,1,3,3,1,1,5,2
201359905,0.860527929,28,2,2,10,1001,100101,3,6,2,,,2,1,2,3,2,8,2,2,1,2,1,1,3,1,7,4,3,3,2,1,3,1,5,2,9,3,4,2,4,1,2,3,2,1,,2500,3,833.33,3,2,1,1,2,3,2,3,4,3,3,1,3,1,1,6,2,5,2,9,3,10,3,1,1,1,1,1,"",1,1,2,1,1,1,1,7,2,10,3
201359688,0.892026131,32,2,1,10,1006,100601,5,8,2,,,3,1,2,4,1,9,2,99,99,1,1,1,1,1,5,3,2,3,3,1,5,2,10,3,10,3,4,1,4,1,2,4,3,1,1,5000,4,1250,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,5,2,10,3,2,2,2,2,2,"",2,2,5,2,2,2,2,7,2,5,2
201359130,1.170407903,32,2,2,5,502,50203,4,7,2,,,2,2,3,9,1,9,2,5,1,6,2,2,1,1,8,5,3,3,5,2,8,3,6,2,2,1,4,1,3,1,5,3,2,1,99,2000,2,222.22,1,2,1,1,1,1,1,4,1,99,1,2,1,1,1,9,3,10,3,9,3,10,3,1,2,2,2,2,"",2,2,6,2,2,3,3,1,1,1,1
201357862,1.213248749,33,2,1,10,1002,100201,3,6,2,,,2,2,3,4,1,3,1,2,1,2,1,1,1,1,8,5,3,3,10,3,10,3,10,3,1,1,,1,4,1,1,4,3,1,1,,,,,2,1,1,3,4,2,4,4,99,1,1,2,1,1,1,1,1,1,10,3,10,3,99,2,1,2,6,"",5,5,10,3,3,2,2,7,2,10,3
201357526,0.860527929,30,2,2,18,1803,180301,4,4,2,,,1,1,2,5,1,7,2,5,1,2,1,1,8,1,7,4,3,3,5,2,5,2,1,1,5,2,4,2,3,1,3,3,2,1,1,1000,1,200,1,3,2,2,1,1,1,1,1,99,3,1,1,1,1,10,3,5,2,10,3,10,3,2,2,2,2,77,LA DELINCUENCIA,4,4,5,2,2,2,2,7,2,5,2
201354986,0.874398828,52,3,2,2,205,20508,2,5,2,,,2,1,2,6,1,9,2,99,99,3,1,1,1,1,8,5,3,4,2,1,2,1,2,1,1,1,4,1,2,2,5,4,3,3,1,1500,2,250,1,4,2,3,1,1,1,3,3,2,3,3,1,1,1,8,3,10,3,9,3,9,3,1,2,1,2,2,"",2,2,10,3,3,3,3,1,1,5,2
201353849,1.096164517,55,3,1,15,1501,150110,1,1,1,3,3,1,1,1,6,1,4,1,6,2,5,1,2,1,1,7,4,3,3,6,2,8,3,5,2,9,3,4,1,4,1,3,2,2,3,3,2000,2,333.33,2,3,2,2,1,3,1,1,3,3,3,1,3,1,1,2,1,7,3,6,2,5,2,1,1,2,1,2,"",2,2,8,3,3,2,2,1,1,9,3
201351879,0.892026131,29,2,1,16,1602,160201,5,8,2,,,3,1,2,8,1,5,1,5,1,5,1,1,1,1,8,5,3,4,8,3,10,3,1,1,5,2,1,1,4,1,3,1,1,3,3,,,,,4,2,3,1,4,1,4,3,3,4,1,1,2,1,2,1,4,1,3,1,6,2,1,1,2,1,3,"",3,3,10,3,3,98,4,7,2,8,3
201351236,1.012328562,44,3,1,15,1501,150109,1,1,1,5,5,1,1,1,3,1,5,1,5,1,4,1,1,1,1,6,3,2,4,7,3,10,3,10,3,6,2,4,1,4,1,5,3,2,3,1,3000,3,1000,4,2,1,1,3,3,1,4,4,99,1,1,1,1,1,10,3,10,3,8,3,8,3,1,99,99,99,4,"",4,4,6,2,2,1,1,7,2,6,2
201350288,0.892026131,25,2,1,3,301,30101,4,7,2,,,2,1,2,5,2,5,1,4,1,1,1,1,3,1,5,3,2,3,1,1,5,2,4,1,10,3,3,1,3,1,5,2,2,1,,2500,3,500,2,2,1,1,3,1,1,2,3,4,3,2,3,3,1,10,3,6,2,5,2,5,2,2,2,1,2,4,"",4,4,7,3,3,5,3,7,2,1,1
201349254,1.022567796,19,1,2,21,2106,210601,4,7,2,,,2,1,2,6,2,5,1,9,2,9,2,2,6,2,7,4,3,3,1,1,10,3,10,3,10,3,2,2,4,1,4,3,2,1,,500,1,83.33,1,2,1,1,3,1,1,3,3,3,3,3,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,,"",,,1,1,1,4,3,2,1,8,3
201349135,1.040683182,26,2,2,15,1501,150137,1,1,1,5,5,1,1,1,5,1,5,1,7,2,3,1,2,1,1,7,4,3,3,5,2,1,1,8,3,9,3,4,1,2,2,5,3,2,1,1,3000,3,600,3,2,1,1,1,2,2,1,2,2,1,1,1,1,1,10,3,5,2,10,3,9,3,2,2,2,2,1,"",1,1,5,2,2,1,1,7,2,9,3
201348314,0.646614038,24,1,2,15,1501,150118,1,1,1,5,5,1,1,1,4,1,5,1,5,1,6,2,2,6,2,8,5,3,3,9,3,9,3,10,3,1,1,2,2,2,2,3,3,2,1,1,,,,,4,2,3,3,2,2,4,3,2,1,1,3,1,1,10,3,1,1,1,1,1,1,2,2,99,2,2,"",2,2,10,3,3,98,4,1,1,1,1
201348287,0.874398828,46,3,2,16,1601,160101,5,8,2,,,3,1,2,10,1,9,2,99,99,1,1,1,3,1,6,3,2,3,1,1,10,3,10,3,10,3,4,2,4,1,5,3,2,1,2,5500,4,550,3,2,1,1,1,1,1,2,2,2,1,1,2,1,1,10,3,10,3,10,3,10,3,2,2,2,2,2,"",2,2,10,3,3,2,2,7,2,9,3
201348174,1.265900548,52,3,1,15,1501,150116,1,1,1,2,2,1,1,1,3,2,5,1,99,99,2,1,1,1,1,4,2,1,3,5,2,7,3,5,2,5,2,4,2,4,1,5,2,2,1,,8000,4,2666.67,4,2,1,1,1,2,2,4,4,4,2,1,1,1,1,10,3,5,2,1,1,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
201346848,1.428135864,24,1,2,15,1501,150110,1,1,1,3,3,1,1,1,6,2,9,2,5,1,5,1,1,1,1,4,2,1,3,2,1,1,1,8,3,8,3,4,99,2,2,5,3,2,1,,1000,1,166.67,1,1,1,1,2,2,2,2,2,2,3,1,2,1,1,10,3,10,3,10,3,8,3,2,2,2,2,1,"",1,1,3,1,1,2,2,7,2,99,
201346255,1.189273775,50,3,2,5,504,50402,4,7,2,,,2,2,3,5,2,2,1,2,1,1,1,1,6,2,8,5,3,99,1,1,1,1,1,1,99,99,2,99,1,2,5,4,3,1,,,,,,4,2,3,99,99,99,99,99,99,2,,1,1,1,1,1,1,1,,,,,1,99,1,99,2,"",2,2,1,1,1,2,2,1,1,8,3
201346080,0.874398828,43,3,2,10,1009,100901,5,8,2,,,3,1,2,4,1,3,1,7,2,5,1,2,6,2,8,5,3,3,6,2,5,2,7,3,4,1,3,1,4,1,1,3,2,3,1,500,1,125,1,4,2,3,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,5,2,2,1,99,99,2,"",2,2,8,3,3,2,2,7,2,99,
201345275,0.892026131,31,2,1,20,2001,200101,2,2,2,,,1,1,2,1,2,7,2,3,1,3,1,1,1,1,8,5,3,3,5,2,5,2,6,2,1,1,2,1,1,2,3,3,2,1,,1000,1,1000,4,2,1,1,1,1,1,1,2,1,2,1,2,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,5,2,2,2,2,7,2,5,2
201342129,1.07877567,37,2,1,15,1501,150133,1,1,1,4,4,1,1,1,5,1,7,2,3,1,2,1,1,1,1,7,4,3,3,2,1,2,1,6,2,8,3,2,2,4,1,3,3,2,1,1,3000,3,600,3,2,1,1,2,2,3,2,3,3,1,1,1,1,1,8,3,3,1,1,1,5,2,2,2,2,2,2,"",2,2,4,1,1,98,4,1,1,3,1
201324437,0.892026131,28,2,1,23,2301,230102,4,4,2,,,1,1,2,2,2,9,2,99,99,99,99,,1,1,6,3,2,3,4,1,4,1,3,1,7,3,4,3,4,1,1,3,2,2,,3500,4,1750,4,2,1,1,1,2,1,2,2,2,2,1,2,1,1,8,3,7,3,5,2,5,2,2,2,1,2,2,"",2,2,4,1,1,2,2,7,2,6,2
201323802,1.057458015,62,3,2,15,1501,150125,1,1,1,3,3,1,1,1,4,2,2,1,5,1,99,99,1,6,2,7,4,3,3,10,3,1,1,10,3,10,3,4,3,4,1,4,4,3,3,,,,,,4,2,3,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,10,3,10,3,2,2,99,2,,"",,,1,1,1,2,2,7,2,10,3
201322832,1.213248749,28,2,1,4,407,40701,4,4,2,,,1,2,3,5,2,7,2,2,1,2,1,1,1,1,6,3,2,3,8,3,10,3,1,1,8,3,2,3,2,2,3,3,2,1,,3000,3,600,3,2,1,1,2,1,3,1,1,3,3,1,3,1,1,10,3,8,3,8,3,10,3,1,2,1,2,77,DELINCUENCIA,4,4,5,2,2,2,2,7,2,4,1
201322797,1.170407903,30,2,2,16,1604,160403,5,8,2,,,3,2,3,7,1,1,1,8,2,6,2,2,1,1,8,5,3,99,10,3,10,3,99,99,9,3,1,99,99,99,99,,,2,1,,,,,3,2,2,4,99,4,4,4,99,4,,4,,,1,1,10,3,,,10,3,99,99,99,99,1,"",1,1,10,3,3,1,1,7,2,10,3
201322551,0.906404751,85,3,1,2,210,21008,2,5,2,,,2,1,2,2,2,3,1,3,1,3,1,1,99,99,7,4,3,3,4,1,8,3,5,2,10,3,4,1,2,2,5,2,2,2,,1500,2,750,3,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,"",2,2,4,1,1,2,2,1,1,5,2
201321596,0.906404751,55,3,1,13,1306,130601,2,5,2,,,2,1,2,6,2,5,1,2,1,2,1,1,1,1,7,4,3,3,1,1,6,2,8,3,5,2,2,1,4,1,5,3,2,1,,2000,2,333.33,2,3,2,2,2,1,1,3,2,99,2,2,1,1,1,9,3,5,2,8,3,10,3,2,2,1,2,2,"",2,2,3,1,1,2,2,7,2,5,2
201321340,1.07877567,26,2,1,15,1501,150101,1,1,1,1,1,1,1,1,4,1,8,2,2,1,2,1,1,1,1,7,4,3,3,10,3,1,1,10,3,10,3,4,1,4,1,5,4,3,1,1,3500,4,875,4,2,1,1,1,1,1,4,2,4,1,1,1,1,1,10,3,10,3,1,1,1,1,2,2,2,2,2,"",2,2,1,1,1,98,4,7,2,10,3
201321263,1.232805175,70,3,1,14,1401,140105,2,2,2,,,1,2,3,4,2,3,1,9,2,7,2,2,1,1,8,5,3,3,1,1,10,3,10,3,1,1,4,1,4,1,5,3,2,2,,1200,2,300,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,"",2,2,1,1,1,1,1,7,2,1,1
201319781,0.860527929,27,2,2,13,1301,130105,2,2,2,,,1,1,2,4,2,2,1,4,1,4,1,1,1,1,8,5,3,2,10,3,7,3,9,3,10,3,4,1,4,1,3,3,2,3,,1500,2,375,2,4,2,3,1,1,2,1,3,2,3,3,1,1,2,6,2,7,3,9,3,5,2,2,2,1,2,1,"",1,1,7,3,3,1,1,7,2,4,1
201319589,1.170407903,33,2,2,1,105,10502,2,5,2,,,2,2,3,6,1,5,1,1,1,4,1,1,6,2,8,5,3,4,2,1,10,3,8,3,9,3,4,1,4,1,5,3,2,2,1,,,,,3,2,2,1,1,1,3,3,99,1,1,1,1,1,10,3,10,3,10,3,9,3,1,2,1,2,1,"",1,1,3,1,1,2,2,7,2,5,2
201318902,0.589310386,21,1,1,15,1501,150143,1,1,1,4,4,1,1,1,5,2,8,2,3,1,2,1,1,3,1,2,1,1,3,1,1,4,1,6,2,7,3,4,1,4,1,5,3,2,1,,5000,4,1000,4,1,1,1,2,3,2,4,3,3,4,2,1,3,1,6,2,4,1,4,1,5,2,2,2,2,1,2,"",2,2,6,2,2,6,3,7,2,5,2
201318113,0.976582379,45,3,2,15,1501,150124,1,1,1,4,4,1,1,1,9,1,4,1,1,1,1,1,1,1,1,6,3,2,4,5,2,2,1,10,3,6,2,2,3,4,1,1,2,2,2,1,2500,3,277.78,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,3,7,3,4,1,6,2,2,2,1,2,2,"",2,2,9,3,3,2,2,7,2,7,3
201315726,0.874398828,42,3,2,20,2001,200114,2,2,2,,,1,1,2,5,1,5,1,2,1,1,1,1,6,2,7,4,3,4,8,3,1,1,6,2,5,2,4,2,4,1,5,4,3,1,3,400,1,80,1,4,2,3,3,1,1,1,4,1,3,1,2,1,1,9,3,10,3,9,3,9,3,2,2,2,1,2,"",2,2,8,3,3,2,2,7,2,6,2
201313772,1.221200522,57,3,2,15,1501,150122,1,1,1,2,2,1,1,1,2,2,10,2,3,1,3,1,1,1,1,3,2,1,3,10,3,10,3,7,3,7,3,4,1,3,1,2,1,1,1,,6000,4,3000,4,1,1,1,3,4,4,3,4,99,4,1,3,1,1,7,3,5,2,5,2,7,3,2,1,2,1,2,"",2,2,7,3,3,2,2,7,2,10,3
201310255,0.906404751,76,3,1,20,2007,200705,2,2,2,,,1,1,2,6,2,3,1,5,1,5,1,1,4,2,7,4,3,3,1,1,1,1,1,1,1,1,2,2,4,1,3,4,3,3,,1700,2,283.33,1,4,2,3,1,1,1,3,2,1,1,1,1,1,1,10,3,1,1,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,99,
201308852,1.232805175,40,3,1,6,607,60701,2,5,2,,,2,2,3,4,1,3,1,1,1,1,1,1,1,1,8,5,3,99,1,1,1,1,10,3,1,1,1,1,3,1,1,4,3,2,99,1500,2,375,2,4,2,3,99,1,1,4,4,1,1,1,1,1,1,1,1,1,1,10,3,10,3,2,2,1,2,5,"",5,5,1,1,1,1,1,7,2,1,1
201307230,0.552920363,40,3,2,15,1501,150117,1,1,1,3,3,1,1,1,7,1,5,1,5,1,5,1,1,6,2,8,5,3,3,7,3,1,1,8,3,5,2,4,1,4,1,5,4,3,1,1,2000,2,285.71,1,3,2,2,1,1,1,2,2,99,1,1,1,1,1,10,3,8,3,9,3,10,3,1,2,2,2,2,"",2,2,1,1,1,2,2,7,2,99,
201304295,1.096164517,44,3,1,15,1501,150142,1,1,1,4,4,1,1,1,3,1,2,1,1,1,2,1,1,3,1,7,4,3,3,10,3,1,1,10,3,1,1,2,2,3,1,3,3,2,2,1,500,1,166.67,1,4,2,3,1,1,3,4,4,99,1,1,3,3,1,10,3,10,3,10,3,10,3,99,99,1,99,77,HOSPITALES,1,1,10,3,3,98,4,,,10,3
201300340,0.906404751,44,3,1,25,2503,250304,5,8,2,,,3,1,2,4,1,3,1,3,1,1,1,1,1,1,8,5,3,1,1,1,3,1,6,2,1,1,3,1,3,1,3,3,2,1,1,2000,2,500,2,3,2,2,3,2,2,2,4,2,2,1,1,1,1,1,1,2,1,2,1,7,3,1,2,2,2,2,"",2,2,5,2,2,98,4,1,1,3,1
